id,neighborhood,price,bedrooms,bathrooms,house_size,description,neighborhood_description
09096088-2f66-4106-aa1c-a6a2d1194327,Pine Valley 24,$1800000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4f864b0b-3fbc-4056-80aa-4f21181c42ef,Pine Valley 25,$1850000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
29b73ac0-63ab-4587-b0b8-05daaae1626f,Pine Valley 26,$1900000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
33237bd6-b88c-4e0b-bf51-9e80f99f9351,Pine Valley 27,$1950000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
2a1088a6-5100-4371-b46c-601ea61187fb,Pine Valley 28,$2000000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4045fcf2-8de2-4792-a8b7-e03f0f87d5c1,Pine Valley 29,$2050000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
423b347a-ef61-4406-a730-28dfdf426f7b,Pine Valley 30,$2100000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
0310c7ed-93aa-451f-b9bd-5236c8d76e17,Pine Valley 31,$2150000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
7b3379e1-8086-4ce7-9c43-aecf977a184c,Pine Valley 32,$2200000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
dbd7a71b-d09f-4273-86b8-0e118c0ad9a6,Pine Valley 33,$2250000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
abc2a8b7-51d8-4f1b-8341-ad4dad2fabe2,Pine Valley 34,$2300000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
444392f2-c93d-4f96-972f-44bad81c1ce6,Pine Valley 35,$2350000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
b3145281-8119-4ed1-966a-5b5b43195e10,Pine Valley 36,$2400000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
06002cb2-d172-4214-848a-e1f0e2472bdb,Pine Valley 37,$2450000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
d238f502-87e9-4c1a-81ba-4a8cb0cb79a6,Pine Valley 38,$2500000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
1b9cf933-bd5d-4f81-8f54-1c8bbc648bff,Pine Valley 39,$2550000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
377544d6-1d40-4595-8383-7e0d72af63c6,Pine Valley 40,$2600000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
9fa3cf75-5c18-46f6-8c2b-00048bddc3c8,Pine Valley 41,$2650000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
ea087cbe-f493-4ef4-a34c-24f88a0c5633,Pine Valley 42,$2700000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
20349550-1e77-4db5-8904-e54981c7b12b,Pine Valley 43,$2750000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
a2f2ee50-ca84-4b64-9a01-72f87c30e5cc,Pine Valley 44,$2800000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
7a35bdb8-cfe3-4489-a6f4-3db9244f6bd2,Pine Valley 45,$2850000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
69579153-d88a-40ee-8143-c872d01d1df0,Pine Valley 46,$2900000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4716e464-8237-4f44-891c-cf5aec46a5cf,Pine Valley 47,$2950000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
e5d97ff0-38b5-4cb9-8be6-9cc316e5df34,Pine Valley 48,$3000000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
df5befc2-43fd-4749-be5a-18ca79c236ed,Pine Valley 49,$3050000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
13b34f35-cd94-465c-96a5-98ae540ef098,Pine Valley 50,$3100000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
bb00d344-7729-44f4-b80a-a30449a5b9a8,Pine Valley 51,$3150000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
c64c8c4d-2778-4cba-a52c-87a9041ab20f,Pine Valley 52,$3200000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
cf012944-c512-4499-b67b-1d5935539c17,Pine Valley 53,$3250000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
c247ccb8-5beb-4ae8-aece-49ef2e194bb9,Pine Valley 54,$3300000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
a098f0da-3f53-41d0-b09e-a7751ab545fd,Pine Valley 55,$3350000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
78cfff67-5341-4e29-b286-652af91a7477,Pine Valley 56,$3400000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4185f495-89ed-479a-a96f-2e2851377956,Pine Valley 57,$3450000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
ede14a0b-2ae5-4e7d-8c46-d229c0d08bea,Pine Valley 58,$3500000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4313f97e-a94e-4cc3-bead-65f95dc1e5a3,Pine Valley 59,$3550000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
0d81203d-0282-4c8f-9dbe-11a2ddb10c40,Pine Valley 60,$3600000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
91269d29-9dd9-4b23-bc21-e37120193f5f,Pine Valley 61,$3650000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
ff6e672c-2eb7-4a71-b6b1-07fe7cd7fe63,Pine Valley 62,$3700000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
f122ef29-4924-43f4-86bf-6258790fd255,Pine Valley 63,$3750000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
92dad824-e053-4b02-bad1-162c8eec4464,Pine Valley 64,$3800000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
9f8975b8-1eec-4d6f-8448-d4e5549b54a9,Pine Valley 65,$3850000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
baa79a25-813b-47e1-ac8a-c35ebcf25cea,Pine Valley 66,$3900000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
312d45ed-acf0-4a42-b834-104b8eef16b4,Pine Valley 67,$3950000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
3924ae4b-d33b-400d-ac80-a9757788c2a3,Pine Valley 68,$4000000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
4560e5ff-6de4-4698-86db-33aed2bbbe92,Pine Valley 69,$4050000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
f4ec780a-c18c-46df-83fd-9c6776e85c19,Pine Valley 70,$4100000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
5e5fa363-7041-40f0-b6cd-038d2b895433,Pine Valley 71,$4150000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
af86fe00-29aa-4300-b649-0c00b0860112,Pine Valley 72,$4200000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
a2744465-66a3-431f-800b-48fa8cfe0be4,Pine Valley 73,$4250000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
43c3e553-8d64-4aa4-a998-c00f9d9bc12f,Pine Valley 74,$4300000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
096debf9-9d7d-49e1-8b60-ef366bc9da9f,Pine Valley 75,$4350000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
188ead3f-1e51-4e7c-bd64-7812b9660f95,Pine Valley 76,$4400000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
0ca1df7e-218e-4390-a7e8-e18bf4895c4c,Pine Valley 77,$4450000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
62b64daf-57f1-4431-a79c-988e0c81b0f0,Pine Valley 78,$4500000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
b8f3dcfd-6bae-41c9-9557-0b4f056aa1fa,Pine Valley 79,$4550000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
ef376245-6a0d-4bfe-8fe4-5ba78685c171,Pine Valley 80,$4600000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
5b9ecf16-12a2-4193-afca-445ebb90cdad,Pine Valley 81,$4650000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
dbb97194-51fd-41f8-8051-602cc7c683c3,Pine Valley 82,$4700000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
db1670f2-f823-430d-9a44-775a03d56b9a,Pine Valley 83,$4750000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
a808324c-1572-4e39-837e-ecb998c84974,Pine Valley 84,$4800000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
63949ef7-d2d8-44d0-a9a0-a0cce275c862,Pine Valley 85,$4850000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
e33aae7c-17c6-4a98-8223-45287a1ae58f,Pine Valley 86,$4900000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
bc3f914b-a87f-4a45-ba72-22cc72e283c8,Pine Valley 87,$4950000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
bf874e41-6f45-4ef5-adf9-5d6b4c8629a3,Pine Valley 88,$5000000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
e0dd5e71-9b42-4f07-a92f-fa69ca8c40f8,Pine Valley 89,$5050000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
976f0e66-948e-4c36-a8d1-d5db2460b868,Pine Valley 90,$5100000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
00da16bf-f219-46d4-9b4b-779a01837cea,Pine Valley 91,$5150000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
bae16833-3c41-4a82-bbe0-280e929688c5,Pine Valley 92,$5200000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
d8f713ea-3975-48b7-801b-6a8b7e62b2db,Pine Valley 93,$5250000,4,3,"2,800 sqft","Modern 4-bed home with open floor plan, gourmet kitchen with island, and master suite with spa-like bath. Features smart home tech and a landscaped backyard.","Pine Valley offers suburban peace with top schools, parks, and easy highway access. Close to shops and dining."
